state,year,barrels,type
minnesota,2013,133102.69,Kegs and Barrels
minnesota,2014,154949.51,Kegs and Barrels
minnesota,2015,154250.32,Kegs and Barrels
missouri,2008,1527439.4,Kegs and Barrels
missouri,2009,1382551.86,Kegs and Barrels
missouri,2010,1183200.36,Kegs and Barrels
missouri,2011,1119507.94,Kegs and Barrels
missouri,2012,1019244.02,Kegs and Barrels
missouri,2013,942359.26,Kegs and Barrels
missouri,2014,891963.11,Kegs and Barrels
missouri,2015,881247.94,Kegs and Barrels
mississippi,2008,2329.33,Kegs and Barrels
mississippi,2009,3585.07,Kegs and Barrels
mississippi,2010,5258.34,Kegs and Barrels
mississippi,2011,6867.94,Kegs and Barrels
mississippi,2012,6481.96,Kegs and Barrels
mississippi,2013,6907.14,Kegs and Barrels
mississippi,2014,7726.08,Kegs and Barrels
mississippi,2015,5999.23,Kegs and Barrels
montana,2008,36944.52,Kegs and Barrels
montana,2009,35824.92,Kegs and Barrels
montana,2010,41261.22,Kegs and Barrels
montana,2011,46957.49,Kegs and Barrels
montana,2012,50865.95,Kegs and Barrels
montana,2013,54321.28,Kegs and Barrels
montana,2014,58998.91,Kegs and Barrels
montana,2015,53876.38,Kegs and Barrels
north carolina,2008,834274.14,Kegs and Barrels
north carolina,2009,766996.13,Kegs and Barrels
north carolina,2010,903892.92,Kegs and Barrels
north carolina,2011,1010647.87,Kegs and Barrels
north carolina,2012,1054976.57,Kegs and Barrels
north carolina,2013,988300.04,Kegs and Barrels
north carolina,2014,971829.71,Kegs and Barrels
north carolina,2015,991004.06,Kegs and Barrels
north dakota,2013,590.57,Kegs and Barrels
north dakota,2014,2601.31,Kegs and Barrels
north dakota,2015,3456.6,Kegs and Barrels
nebraska,2008,3524.26,Kegs and Barrels
nebraska,2009,4091.47,Kegs and Barrels
nebraska,2010,5688.77,Kegs and Barrels
nebraska,2011,7000.95,Kegs and Barrels
nebraska,2012,7244.52,Kegs and Barrels
nebraska,2013,3840.44,Kegs and Barrels
nebraska,2014,13753.51,Kegs and Barrels
nebraska,2015,10422.01,Kegs and Barrels
new hampshire,2008,331130.43,Kegs and Barrels
new hampshire,2009,338988.75,Kegs and Barrels
new hampshire,2010,341517.58,Kegs and Barrels
new hampshire,2011,364000.89,Kegs and Barrels
new hampshire,2012,365463.83,Kegs and Barrels
new hampshire,2013,381402.55,Kegs and Barrels
new hampshire,2014,367976.5,Kegs and Barrels
new hampshire,2015,347827.51,Kegs and Barrels
new jersey,2008,489576.07,Kegs and Barrels
new jersey,2009,487051.21,Kegs and Barrels
new jersey,2010,544599.19,Kegs and Barrels
new jersey,2011,559276.11,Kegs and Barrels
new jersey,2012,502680.99,Kegs and Barrels
new jersey,2013,443199.05,Kegs and Barrels
new jersey,2014,447843.58,Kegs and Barrels
new jersey,2015,423001.17,Kegs and Barrels
new mexico,2008,5965.5,Kegs and Barrels
new mexico,2009,7739.68,Kegs and Barrels
new mexico,2010,7838.24,Kegs and Barrels
new mexico,2011,10594.14,Kegs and Barrels
new mexico,2012,12803.35,Kegs and Barrels
new mexico,2013,15093.44,Kegs and Barrels
new mexico,2014,21957.12,Kegs and Barrels
new mexico,2015,26192.78,Kegs and Barrels
nevada,2008,14809.07,Kegs and Barrels
nevada,2009,13983.77,Kegs and Barrels
nevada,2010,14741.33,Kegs and Barrels
nevada,2011,7871.97,Kegs and Barrels
nevada,2012,4993.73,Kegs and Barrels
nevada,2013,5702.72,Kegs and Barrels
nevada,2014,8085.97,Kegs and Barrels
nevada,2015,5161.63,Kegs and Barrels
new york,2008,749430.78,Kegs and Barrels
new york,2009,650087.06,Kegs and Barrels
new york,2010,583310.58,Kegs and Barrels
new york,2011,604493.47,Kegs and Barrels
new york,2012,668632.48,Kegs and Barrels
new york,2013,674239.5,Kegs and Barrels
new york,2014,596752.77,Kegs and Barrels
new york,2015,589153.27,Kegs and Barrels
ohio,2008,1708860.22,Kegs and Barrels
ohio,2009,1895495.69,Kegs and Barrels
ohio,2010,2033529.73,Kegs and Barrels
ohio,2011,1886886.8,Kegs and Barrels
ohio,2012,1790342.28,Kegs and Barrels
ohio,2013,1726077.24,Kegs and Barrels
ohio,2014,1643427.98,Kegs and Barrels
ohio,2015,1628062.64,Kegs and Barrels
oklahoma,2008,939.98,Kegs and Barrels
oklahoma,2009,2578.47,Kegs and Barrels
oklahoma,2010,3395.64,Kegs and Barrels
oklahoma,2011,4025.32,Kegs and Barrels
oklahoma,2012,4826.95,Kegs and Barrels
oklahoma,2013,4840.77,Kegs and Barrels
oklahoma,2014,6110,Kegs and Barrels
oklahoma,2015,4539.32,Kegs and Barrels
oregon,2008,302197.16,Kegs and Barrels
oregon,2009,325659.16,Kegs and Barrels
oregon,2010,341505.24,Kegs and Barrels
oregon,2011,357821.43,Kegs and Barrels
oregon,2012,375659.57,Kegs and Barrels
oregon,2013,415935.76,Kegs and Barrels
oregon,2014,479575.19,Kegs and Barrels
oregon,2015,489128.91,Kegs and Barrels
pennsylvania,2008,772329.9,Kegs and Barrels
pennsylvania,2009,953285.76,Kegs and Barrels
pennsylvania,2010,998172.5,Kegs and Barrels
pennsylvania,2011,1081543.3,Kegs and Barrels
pennsylvania,2012,1168462.04,Kegs and Barrels
pennsylvania,2013,1172679.83,Kegs and Barrels
pennsylvania,2014,1244846.05,Kegs and Barrels
pennsylvania,2015,1156462.98,Kegs and Barrels
rhode island,2008,2347,Kegs and Barrels
rhode island,2009,2430,Kegs and Barrels
rhode island,2010,3236.99,Kegs and Barrels
rhode island,2011,3371,Kegs and Barrels
rhode island,2012,4104.34,Kegs and Barrels
rhode island,2013,5174.14,Kegs and Barrels
rhode island,2014,4551.43,Kegs and Barrels
rhode island,2015,3969.48,Kegs and Barrels
south carolina,2008,6193.71,Kegs and Barrels
south carolina,2009,6192.25,Kegs and Barrels
south carolina,2010,7558.6,Kegs and Barrels
south carolina,2011,11769.84,Kegs and Barrels
south carolina,2012,15831.87,Kegs and Barrels
south carolina,2013,18103.48,Kegs and Barrels
south carolina,2014,19762.34,Kegs and Barrels
south carolina,2015,19492.06,Kegs and Barrels
south dakota,2008,572,Kegs and Barrels
south dakota,2009,559,Kegs and Barrels
south dakota,2010,586,Kegs and Barrels
south dakota,2011,1237.88,Kegs and Barrels
south dakota,2012,1521.5,Kegs and Barrels
south dakota,2013,1753.5,Kegs and Barrels
south dakota,2014,1923.75,Kegs and Barrels
south dakota,2015,2406.63,Kegs and Barrels
tennessee,2008,10155.49,Kegs and Barrels
tennessee,2009,10982.71,Kegs and Barrels
tennessee,2010,12988.82,Kegs and Barrels
tennessee,2011,17597.04,Kegs and Barrels
tennessee,2012,28387.58,Kegs and Barrels
tennessee,2013,31767.12,Kegs and Barrels
tennessee,2014,60753.94,Kegs and Barrels
tennessee,2015,87084.56,Kegs and Barrels
texas,2008,1094276.99,Kegs and Barrels
texas,2009,1131030.13,Kegs and Barrels
texas,2010,1143881.77,Kegs and Barrels
texas,2011,1152638.24,Kegs and Barrels
texas,2012,1144585.8,Kegs and Barrels
texas,2013,1038542.78,Kegs and Barrels
texas,2014,1060536.45,Kegs and Barrels
texas,2015,1037119.99,Kegs and Barrels
utah,2008,26717.11,Kegs and Barrels
utah,2009,25943.15,Kegs and Barrels
utah,2010,29194.74,Kegs and Barrels
utah,2011,34548.18,Kegs and Barrels
utah,2012,43143.32,Kegs and Barrels
utah,2013,45937.83,Kegs and Barrels
utah,2014,51425.32,Kegs and Barrels
utah,2015,54961.49,Kegs and Barrels
virginia,2008,1425448.78,Kegs and Barrels
virginia,2009,1186492.73,Kegs and Barrels
virginia,2010,1152090.46,Kegs and Barrels
virginia,2011,1165692.37,Kegs and Barrels
virginia,2012,1175467.01,Kegs and Barrels
virginia,2013,1134449.57,Kegs and Barrels
virginia,2014,1048495.09,Kegs and Barrels
virginia,2015,1017740.25,Kegs and Barrels
vermont,2008,70621.02,Kegs and Barrels
vermont,2009,86533.33,Kegs and Barrels
vermont,2010,105473.36,Kegs and Barrels
vermont,2011,91368.48,Kegs and Barrels
vermont,2012,98154.92,Kegs and Barrels
vermont,2013,98852.28,Kegs and Barrels
vermont,2014,93531.96,Kegs and Barrels
vermont,2015,89387.18,Kegs and Barrels
washington,2008,165425.08,Kegs and Barrels
washington,2009,155111.48,Kegs and Barrels
washington,2010,195436.87,Kegs and Barrels
washington,2011,218671.75,Kegs and Barrels
washington,2012,240103.86,Kegs and Barrels
washington,2013,274558.65,Kegs and Barrels
washington,2014,297547.82,Kegs and Barrels
washington,2015,291509.7,Kegs and Barrels
wisconsin,2008,1039757.77,Kegs and Barrels
wisconsin,2009,1191461.86,Kegs and Barrels
wisconsin,2010,1130525.73,Kegs and Barrels
wisconsin,2011,981225.81,Kegs and Barrels
wisconsin,2012,1038914.37,Kegs and Barrels
wisconsin,2013,1071651.35,Kegs and Barrels
wisconsin,2014,1066520.15,Kegs and Barrels
wisconsin,2015,937817.99,Kegs and Barrels
west virginia,2008,1655.04,Kegs and Barrels
west virginia,2009,1725.47,Kegs and Barrels
west virginia,2010,2582.42,Kegs and Barrels
west virginia,2011,3264.98,Kegs and Barrels
west virginia,2012,3701.81,Kegs and Barrels
west virginia,2013,4525.59,Kegs and Barrels
west virginia,2014,5160.63,Kegs and Barrels
west virginia,2015,6640.44,Kegs and Barrels
wyoming,2008,2989.71,Kegs and Barrels
wyoming,2009,2489.98,Kegs and Barrels
wyoming,2010,3852.33,Kegs and Barrels
wyoming,2011,5055.71,Kegs and Barrels
wyoming,2012,5752.17,Kegs and Barrels
wyoming,2013,7216.88,Kegs and Barrels
wyoming,2014,8379.14,Kegs and Barrels
wyoming,2015,9671.7,Kegs and Barrels
